寸土怎能属他人,5,寸土怎能够属于他人。
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,14617332.085168788,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,14666025.993287733,0.14285714285714285
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,14666025.993287733,0.14285714285714285
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,14674255.456572082,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,14679536.623483848,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,14690173.034942478,0.2857142857142857
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,14694648.563882897,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,14696498.028789671,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,14702925.781172508,0.0
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,14716283.866261343,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,14736825.897444157,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,14750694.356443837,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,14778486.799620701,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,14800151.463266276,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,14836775.218545699,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,14883542.708954982,0.14285714285714285
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,14906249.157612801,0.0
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,14949648.602814557,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,14973900.217728091,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,15011248.270877121,0.0
daspd-DuShouKong-WangJiangTing.xml_2,孀居愁苦泪洗面，,15016947.243991751,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,15080526.954770926,0.2857142857142857
daeh-LiYanFei-DaBaoGuo.xml_2,太师爷奏一本进贡年下，,15105289.519158984,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,15137202.273104893,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,15142228.950221714,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,15153885.558097051,0.14285714285714285
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,15158921.139705084,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,15178184.664437393,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,15213032.332963636,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,15219643.780776653,0.0
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,15222004.346711749,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,15252216.480010219,0.0
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,15277493.474142561,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,15300006.430634566,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,15320103.291864231,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,15328411.284767877,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,15351778.758716419,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,15359091.289831521,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,15373990.782629468,0.14285714285714285
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,15374053.202930762,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,15374832.862984145,0.0
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,15378694.218780272,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,15410823.517045062,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,15417276.742607877,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,15436817.114017297,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,15448371.231271269,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,15449202.119189981,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,15464816.158077888,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,15465000.423644826,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,15510865.300913889,0.0
daxp-GuanShiYin-TianNvSanHua.xml_2,菩提树薝卜花千枝掩映，,15520036.333625292,0.0
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,15528943.401551493,0.14285714285714285
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_1,见玉兔（哇）玉兔又早东升。,15532563.157861745,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,15538813.035127381,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,15583950.760911973,0.0
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,15585729.796840344,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,15585729.796840344,0.0
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,15598308.082032647,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,15604443.003729155,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,15610407.099040896,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,15644448.455370637,0.0
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,15648049.246761668,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,15650981.426506124,0.14285714285714285
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_2,那冰轮离海岛，,15659037.475089991,0.0
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,15673300.201706018,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,15675940.989784189,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,15685615.917657867,0.0
daxp-ZhiJianTa-WangJiangTing.xml_4,莫不是平地风波起，,15726149.625423614,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,15735571.577529998,0.0
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,15740882.415080765,0.0
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,15773573.058013804,0.0
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,15789922.101781433,0.0
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,15789922.101781433,0.14285714285714285
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,15798720.368071828,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,15828372.059294742,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_6,奴似嫦娥离月宫。,15839620.350895004,0.0
daxp-QiaoLouShang-HuangShanLei.xml_9,看娇儿正酣睡恐被风侵。,15888823.407709008,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,15903318.440048629,0.14285714285714285
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,15914716.506079832,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,15925392.510051781,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,16010361.755091408,0.0
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,16012822.20827871,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,16056736.301642314,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,16074506.266378019,0.14285714285714285
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,16124916.122669689,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,16124916.122669689,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_1,算当初曾经得几晌温存。,16145037.571504476,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,16161748.010708775,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,16174299.171721486,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,16183888.696625462,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,16263966.65272733,0.0
daspd-DuShouKong-WangJiangTing.xml_1,芳心寂寞有谁怜，,16305163.083371431,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,16335700.631116446,0.14285714285714285
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,16348452.721640488,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,16364156.367769871,0.0
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,16410061.729478592,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,16423902.612808773,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,16458442.462890027,0.0
daeh-LiYanFei-DaBaoGuo.xml_6,写文约我且把玉玺打下，,16478566.270582531,0.0
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,16493698.363227556,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_3,贫穷人得了志比富还强。,16508033.548813913,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,16517247.297927553,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,16521983.93346829,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,16540652.724545972,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,16595038.846179701,0.0
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,16649296.556372318,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,16679864.752167547,0.14285714285714285
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,16763323.421042332,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,16855368.049084313,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,16886418.635282066,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,16891284.809086435,0.14285714285714285
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,16896741.473893434,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,16900325.690581422,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,16929255.988187402,0.14285714285714285
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,16929933.066595692,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,16955868.898386452,0.14285714285714285
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,16973364.192698322,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,16980376.037983406,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,17033056.837238602,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,17115624.311285339,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,17144989.459347576,0.2857142857142857
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,17150379.391112808,0.14285714285714285
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,17150379.391112808,0.14285714285714285
daxp-ZhiJianTa-WangJiangTing.xml_2,何人来把书信寄？,17151715.202442002,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,17159332.929949019,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,17216312.979626194,0.14285714285714285
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,17225543.282187853,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,17227619.670991782,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,17273155.12009345,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,17288719.473574873,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,17291064.270207938,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,生死二字（喏）且由他。,17350776.995893732,0.14285714285714285
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,17364027.532102052,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,17384850.563893236,0.14285714285714285
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,17426121.631377835,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,17462388.641542226,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,17482022.993042398,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,17482022.993042398,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,17514077.522245172,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,17516695.901018035,0.0
daspd-DuShouKong-WangJiangTing.xml_3,为避狂徒到此间。,17523849.575584892,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,17536453.830660116,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,17538987.967422329,0.0
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,17587489.776282571,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,17621324.85772638,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,17628545.454468608,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,17645502.185368657,0.0
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,17659742.6568962,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,17697878.140596464,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,17719538.428840328,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,17833259.226045921,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,17855063.038472958,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,17860412.550600734,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,17863667.442740425,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,17866180.090501025,0.0
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,17902818.22541273,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,17940633.470325053,0.0
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,17957775.945073288,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,17999703.737826649,0.0
daxp-ZhiJianTa-WangJiangTing.xml_0,只见他一封书信握手里，,18043968.299567848,0.14285714285714285
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,18047723.750420019,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,18080309.268659785,0.2857142857142857
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,18084830.941427607,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,18125721.709646612,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,18248729.653943341,0.0
daxp-GuanShiYin-TianNvSanHua.xml_4,绿柳枝酒甘露三千界上，,18249786.767397333,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,18251201.100295845,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,18272082.294586826,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,18281356.370620593,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,18311425.103069987,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,18311519.245703071,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,18338544.955734219,0.0
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,18338544.955734219,0.0
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,18345712.192603488,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,18404021.077380978,0.14285714285714285
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,18452206.456900384,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,18564666.666862715,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,18596611.267364573,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,18601378.103750564,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,18617268.18030823,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_4,皓月当空，,18632900.981439896,0.0
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,18638490.034580823,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,18720133.934324451,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,18757028.810988665,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,18769965.618438028,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,18774149.668461617,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,18791447.770699937,0.14285714285714285
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_5,恰便似嫦娥离月宫，,18808330.814875118,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,18819977.166264791,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,18835514.373554133,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,18851872.753201108,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,18864191.976804946,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,18901884.013804249,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,18905157.250696816,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,18927294.534072198,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,18959727.505390819,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,18981007.466756418,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,18993935.050075129,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,19011889.825223982,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,19037797.151398003,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,19042807.294364139,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,19097827.866939552,0.0
daxp-ZheCaiShi-SuoLinNang.xml_0,这才是人生难预料，,19140633.298821531,0.14285714285714285
daxp-GuanShiYin-TianNvSanHua.xml_0,观世音满月面珠开妙相，,19141422.677771606,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,19200534.807516042,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,19228910.992964406,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,19232289.018299449,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,19232367.853807449,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,19358304.834218711,0.0
daxp-JiaoZhangSheng-HongNiang.xml_3,这件事倒叫我心乱如麻。,19481715.387131866,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,19514657.844135422,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,19541904.568494741,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,19603574.289395772,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,19632957.45390838,0.2857142857142857
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,19664827.367603946,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,19667551.744429462,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,19747534.481165953,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,19760908.265792888,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,19772099.77958614,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,19825187.367838006,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,19846225.024178818,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,19939650.141485378,0.14285714285714285
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,19956386.355210189,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,19972965.113704577,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,19972965.113704577,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,19978152.992418826,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,19988789.969221506,0.0
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,20096123.966751833,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,20096655.04343022,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,20106039.874941882,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,20128991.321485285,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,20145538.878694054,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,20180839.366907384,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,20204386.295347609,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,20239051.047442075,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,20280493.122629769,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,20329325.536091801,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,20355967.233504195,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,20456861.67215031,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,20549582.605149455,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,20636765.973200694,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,20651186.815071493,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,20754549.984112263,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,20774618.148195244,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,20774618.148195244,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,20823688.483957995,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,20849674.736018222,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_4,原来是不耐烦已经睡困，,20854967.384756163,0.0
danbz-KanDaWang-BaWangBieJi.xml_1,我这里出帐外且散愁情。,20878605.903667551,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,21054083.180660818,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,21055555.486658264,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,21084453.731235459,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,21128189.732517727,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,21128189.732517727,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,21128227.956800144,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,21173740.873471133,0.0
